compound_id,standard_inchi_key,compound_name,synonym,target_id,target_pref_name,gene_names,wildtype_or_mutant,mutation_info,pubmed_id,standard_type,standard_relation,standard_value,standard_units,activity_comment,ep_action_mode,assay_format,assaytype,assay_subtype,inhibitor_type,detection_tech,assay_cell_line,compound_concentration_value,compound_concentration_value_unit,substrate_type,substrate_relation,substrate_value,substrate_units,assay_description,title,journal,doc_type,annotation_comments
CHEMBL373508,BAWNTPWIVXZYLH-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,17367122,ACTIVITY,,,,Not Active,"",cell_based,"","","","",CHO,,,,,,,Displacement of radiolabeled BTCP from human recombinant DAT expressed in CHO cells at 10 uM,Designing active template molecules by combining computational de novo design and human chemist's expertise.,J. Med. Chem.,PUBLICATION,
CHEMBL376952,BAYDYCDSOWCJTI-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16750363,IC50,,,,Not Determined,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]DA reuptake at DA transporter in HEK293 cells,Structure-activity relationships of N-substituted piperazine amine reuptake inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL206152,BBGHTDMYOQEIGR-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16497500,INHIBITION,=,-4,%,,"","","","","","",,,,,,,,Displacement of [3H]WIN-35 from DAT at 1 uM,N-Alkyl-N-arylmethylpiperidin-4-amines: novel dual inhibitors of serotonin and norepinephrine reuptake.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL43524,BBGVXIKGGVJPNA-MDWZMJQESA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,11931612,PKD,=,5.88,,,"",cell_based,"","","","",,,,,,,,Inhibition of radioligand [125I]RTI-55 binding to human Dopamine transporter in clonal cells,GBR compounds and mepyramines as cocaine abuse therapeutics: chemometric studies on selectivity using grid independent descriptors (GRIND).,J. Med. Chem.,PUBLICATION,
CHEMBL256058,BBLALPDUHCRAKZ-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18240382,IC50,,,,Not Determined,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]dopamine uptake at human dopamine transporter expressed in HEK293 cells,"1-(2-Phenoxyphenyl)methanamines: SAR for dual serotonin/noradrenaline reuptake inhibition, metabolic stability and hERG affinity.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL549509,BBNHSIZBHGYEBG-LBPRGKRZSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,19616432,KI,=,3110,NM,,"",cell_based,"","","","",HEK293,,,,,,,Displacement of radioligand from human recombinant DAT expressed in HEK293 cells by scintillation proximity assay,"Design, synthesis and evaluation of N-[(3S)-pyrrolidin-3-yl]benzamides as selective noradrenaline reuptake inhibitors: CNS penetration in a more polar template.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL573898,BBYFZRZFESDGLZ-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,19854053,KI,=,1450,NM,,"",cell_based,"","","","",HEK293,,,,,,,Displacement of [125I]RTI-55 from human DAT expressed in HEK293 cells,Discovery and pharmacological characterization of aryl piperazine and piperidine ethers as dual acting norepinephrine reuptake inhibitors and 5-HT1A partial agonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL11,BCGWQEUPMDMJNV-UHFFFAOYSA-N,IMIPRAMINE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,9537821,KI,=,8500,NM,,"","","","","","",,,,,,,,,,,,
CHEMBL11,BCGWQEUPMDMJNV-UHFFFAOYSA-N,IMIPRAMINE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,12431845,KI,=,10000,NM,,"","","","","","",,,,,,,,,,,,
CHEMBL11,BCGWQEUPMDMJNV-UHFFFAOYSA-N,IMIPRAMINE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,17846138,IC50,=,25600,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]dopamine uptake at human DAT expressed in HEK293 cells,"Design, synthesis, and evaluation of 10-N-substituted acridones as novel chemosensitizers in Plasmodium falciparum.",Antimicrob. Agents Chemother.,PUBLICATION,
CHEMBL372435,BCHCCPODJPHTTL-GKQVGWSZSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,15121762,KI,=,43,NM,,"","","","","","",,,,,,,,,,,,
CHEMBL512044,BCZUZJIUZQQTDT-RBUKOAKNSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18954981,IC50,=,8000,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of dopamine uptake at human DAT transfected in HEK cells,Synthesis and structure-activity relationships of selective norepinephrine reuptake inhibitors (sNRI) with improved pharmaceutical characteristics.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL497666,BDCMARKCSKLIKU-SUMWQHHRSA-N,MDL-28618,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18667309,IC50,>,10000,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of dopamine uptake at human DAT expressed in HEK cells,Synthesis and structure-activity relationships of selective norepinephrine reuptake inhibitors (sNRI) with a heterocyclic ring constraint.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3238485,BDCZAGDCRBJPLT-HKWRFOASSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,24686010,INHIBITION,,,,Not Active,"","","","","","",,,,,,,,Inhibition of dopamine transporter (unknown origin) assessed as inhibition of dopamine uptake at 200 uM,"Design, synthesis and biological evaluation of small-azo-dyes as potent Vesicular Glutamate Transporters inhibitors.",Eur. J. Med. Chem.,PUBLICATION,
CHEMBL497680,BDDVUVHPEHJEPJ-ROUUACIJSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18667309,IC50,>,10000,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of dopamine uptake at human DAT expressed in HEK cells,Synthesis and structure-activity relationships of selective norepinephrine reuptake inhibitors (sNRI) with a heterocyclic ring constraint.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL258449,BDGQOYDELXXRKV-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18417343,IC50,,,,Not Determined,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]DA uptake at human recombinant DAT expressed in HEK293 cells,Pyridyl-phenyl ether monoamine reuptake inhibitors: Impact of lipophilicity on dual SNRI pharmacology and off-target promiscuity.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3323179,BDLAKWIEWPJWSY-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,25050161,IC50,=,5.3,NM,,"",cell_based,"","","","",,,,,,,,"Displacement of [3H]WIN 35,428 from human DAT expressed in HEK293E cells after 1 hr by liquid scintillation counting",,ACS Med. Chem. Lett.,PUBLICATION,
CHEMBL3323179,BDLAKWIEWPJWSY-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,Ki,=,4.4,NM,314452,"","","","","","",,,,,,,,"BindingDB_Patents: Binding Assay. In order to evaluate the relative affinity of the various compounds at the NE, DA and 5HT transporters, HEK293E cell lines were developed to express each of the three human transporters. cDNAs containing the complete coding regions of each transporter were amplified by PCR from human brain libraries. The cDNAs contained in pCRII vectors were sequenced to verify their identity and then subcloned into an Epstein-Barr virus based expression plasmid (Shen et al., Gene 156:235-239 (1995), which is hereby incorporated by reference in its entirety). This plasmid containing the coding sequence for one of the human transporters was transfected into HEK93E cells. Successful transfection was verified by the ability of known reuptake blockers to inhibit the uptake of tritiated NE, DA or 5HT.For binding, cells were homogenized, centrifuged, and then resuspended in incubation buffer (5 mM Tris, 120 mM NaCl, 5 mM KCl, pH 7.4). Then, the appropriate radioligand was added.","Aryl- and heteroaryl-substituted tetrahydroisoquinolines and use thereof to block reuptake of norepinephrine, dopamine, and serotonin",,PATENT,
CHEMBL401417,BDOAHAJYARXKHW-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,17766113,IC50,,,,Not Determined,"","","","","","",,,,,,,,Inhibition of DAT,Conformationally restricted homotryptamines. Part 4: Heterocyclic and naphthyl analogs of a potent selective serotonin reuptake inhibitor.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL401417,BDOAHAJYARXKHW-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,17766113,INHIBITION,=,80,%,,"","","","","","",,,,,,,,Inhibition of DAT at 1 uM,Conformationally restricted homotryptamines. Part 4: Heterocyclic and naphthyl analogs of a potent selective serotonin reuptake inhibitor.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL514200,BDOFPOSOPQRCSW-QGZVFWFLSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18771916,ACTIVITY,=,3,%,,"",cell_based,"","","","",CHO,,,,,,,Displacement of [3H]WIN-35428 from human recombinant DAT expressed in CHO cells at 1 uM,Synthesis and activity of 1-(3-amino-1-phenylpropyl)indolin-2-ones: a new class of selective norepinephrine reuptake inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL208178,BDXVEVIJMYWTJE-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16497500,INHIBITION,=,-8,%,,"","","","","","",,,,,,,,Displacement of [3H]WIN-35 from DAT at 1 uM,N-Alkyl-N-arylmethylpiperidin-4-amines: novel dual inhibitors of serotonin and norepinephrine reuptake.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL467757,BEEXRDPWWKFYAY-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18393401,KI,=,30,NM,,"","","","","","",,,,,,,,Displacement of [125I]RTI55 from DAT,"Design and synthesis of 2- and 3-substituted-3-phenylpropyl analogs of 1-[2-[bis(4-fluorophenyl)methoxy]ethyl]-4-(3-phenylpropyl)piperazine and 1-[2-(diphenylmethoxy)ethyl]-4-(3-phenylpropyl)piperazine: role of amino, fluoro, hydroxyl, methoxyl, methyl, methylene, and oxo substituents on affinity for the dopamine and serotonin transporters.",J. Med. Chem.,PUBLICATION,
CHEMBL388759,BEKJWERDBUYMAG-HIUFNZKISA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,17602602,IC50,=,107,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human DAT in HEK cells assessed as [3H]dopamine reuptake,"Synthesis, monoamine transporter binding, properties, and functional monoamine uptake activity of 3beta-[4-methylphenyl and 4-chlorophenyl]-2 beta-[5-(substituted phenyl)thiazol-2-yl]tropanes.",J. Med. Chem.,PUBLICATION,
CHEMBL388759,BEKJWERDBUYMAG-HIUFNZKISA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,17602602,KI,=,35,NM,,"",cell_based,"","","","",,,,,,,,Displacement of [125I]RTI-55 from human DAT expressed in HEK cells after 90 mins,"Synthesis, monoamine transporter binding, properties, and functional monoamine uptake activity of 3beta-[4-methylphenyl and 4-chlorophenyl]-2 beta-[5-(substituted phenyl)thiazol-2-yl]tropanes.",J. Med. Chem.,PUBLICATION,
CHEMBL194781,BEKVIGOVWYQMOT-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16137883,ACTIVITY,=,5,%,,"","","","","","",,,,,,,,Percentage displacement of [3H]WIN-35428 radioligand from dopamine transporter at concentration of 1000 nM,"1-Aryl-3,4-dihydro-1H-quinolin-2-one derivatives, novel and selective norepinephrine reuptake inhibitors.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL194781,BEKVIGOVWYQMOT-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16137883,KI,>,200,NM,,"","","","","","",,,,,,,,Inhibition of monoamine reuptake at dopamine transporter,"1-Aryl-3,4-dihydro-1H-quinolin-2-one derivatives, novel and selective norepinephrine reuptake inhibitors.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3673142,BENAFAMTKPICCC-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,=,156.3,NM,,"","","","","","",,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 0.4 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 0.4 ul/well of 1 mM GBR-12935 dissolved in DMSO. 20 ul/well of a 2x membrane preparation (12.5 ug/ml in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) and 20 ul/well of a 2x radioligand solution (250 pM [125I]RTI-55 in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum-filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.","2,5-methano- and 2,5-ethano-tetrahydrobenzazepine derivatives and use thereof to block reuptake of norepinephrine, dopamine, and serotonin",,PATENT,
CHEMBL3703741,BEWPJYFILUTZHB-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,=,24.5,NM,,"","","","","","",,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. Compounds were dissolved in 100% DMSO at a concentration 100 times the desired highest assay concentration, serially diluted 1:3 in 100% DMSO, and 0.4 ul/well of each solution was dispensed to a Nunc polypropylene, round bottom, 384-well plate. 100% inhibition is defined with 0.4 ul/well of 1 mM GBR-12935 dissolved in DMSO. 20 ul/well of a 2x membrane preparation (12.5 ug/ml in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) and 20 ul/well of a 2x radioligand solution (250 uM [125I]RTI-55 in 30 mM sodium phosphate buffer, pH 7.9 at 4 C.) were added to the well and the reaction incubated for 1 hour at room temperature. The contents of the assay plate were then transferred to a Millipore MultiscreenHTS GF/B filter plate which was pretreated with 0.5% PEI for at least one hour. The plate was vacuum-filtered and washed with 7 washes of 100 ul/well 50 mM Tris-Cl, pH 7.5, 120 mM NaCl, 5 mM KCl chilled to 4 C.","Aryl, heteroaryl, and heterocycle substituted tetrahydroisoquinolines and use thereof",,PATENT,
CHEMBL42442,BEZZFPOZAYTVHN-UHFFFAOYSA-N,OXFENDAZOLE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL42442,BEZZFPOZAYTVHN-UHFFFAOYSA-N,OXFENDAZOLE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL588119,BFCDFTHTSVTWOG-YLJYHZDGSA-N,SULOCTIDIL,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,=,2570,NM,,"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL588119,BFCDFTHTSVTWOG-YLJYHZDGSA-N,SULOCTIDIL,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,=,2041.9,NM,,"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL2012118,BFJBGRWXGVSGLZ-LCLYSXEGSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,22398259,IC50,>,1000,NM,,"","","","","","",,,,,,,,"Displacement of [3H]WIN 35,428 from human dopamine active transporter",Synthesis and structure-activity relationship studies of 3-biaryl-8-oxabicyclo[3.2.1]octane-2-carboxylic acid methyl esters.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL2012118,BFJBGRWXGVSGLZ-LCLYSXEGSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,22398259,INHIBITION,,,,Dose-dependent effect,"","","","","","",,,,,,,,"Displacement of [3H]WIN 35,428 from human dopamine active transporter",Synthesis and structure-activity relationship studies of 3-biaryl-8-oxabicyclo[3.2.1]octane-2-carboxylic acid methyl esters.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL2012119,BFJBGRWXGVSGLZ-WPAICRMJSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,22398259,IC50,>,1000,NM,,"","","","","","",,,,,,,,"Displacement of [3H]WIN 35,428 from human dopamine active transporter",Synthesis and structure-activity relationship studies of 3-biaryl-8-oxabicyclo[3.2.1]octane-2-carboxylic acid methyl esters.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL2012119,BFJBGRWXGVSGLZ-WPAICRMJSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,22398259,INHIBITION,,,,Dose-dependent effect,"","","","","","",,,,,,,,"Displacement of [3H]WIN 35,428 from human dopamine active transporter",Synthesis and structure-activity relationship studies of 3-biaryl-8-oxabicyclo[3.2.1]octane-2-carboxylic acid methyl esters.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL120633,BFNAZBHYEHFJJD-NIGMOEJFSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,10669562,IC50,=,470,NM,,"","","","","","",,,,,,,,Antagonism of cocaine''s inhibition of [3H]DA uptake at the dose of 50 nM,"Discovery of a novel dopamine transporter inhibitor, 4-hydroxy-1-methyl-4-(4-methylphenyl)-3-piperidyl 4-methylphenyl ketone, as a potential cocaine antagonist through 3D-database pharmacophore searching. Molecular modeling, structure-activity relationships, and behavioral pharmacological studies.",J. Med. Chem.,PUBLICATION,
CHEMBL120633,BFNAZBHYEHFJJD-NIGMOEJFSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,10669562,IC50,=,717,NM,,"","","","","","",,,,,,,,Antagonism of cocaine''s inhibition of [3H]DA uptake at the dose of 200 nM,"Discovery of a novel dopamine transporter inhibitor, 4-hydroxy-1-methyl-4-(4-methylphenyl)-3-piperidyl 4-methylphenyl ketone, as a potential cocaine antagonist through 3D-database pharmacophore searching. Molecular modeling, structure-activity relationships, and behavioral pharmacological studies.",J. Med. Chem.,PUBLICATION,
CHEMBL120633,BFNAZBHYEHFJJD-NIGMOEJFSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,10669562,IC50,=,1161,NM,,"","","","","","",,,,,,,,Antagonism of cocaine''s inhibition of [3H]DA uptake at the dose of 500 nM,"Discovery of a novel dopamine transporter inhibitor, 4-hydroxy-1-methyl-4-(4-methylphenyl)-3-piperidyl 4-methylphenyl ketone, as a potential cocaine antagonist through 3D-database pharmacophore searching. Molecular modeling, structure-activity relationships, and behavioral pharmacological studies.",J. Med. Chem.,PUBLICATION,
CHEMBL691,BFPYWIDHMRZLRN-SLHNCBLASA-N,ETHINYL ESTRADIOL,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,=,559,NM,,"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL691,BFPYWIDHMRZLRN-SLHNCBLASA-N,ETHINYL ESTRADIOL,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,=,444,NM,,"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1200604,BGDKAVGWHJFAGW-UHFFFAOYSA-N,TROPICAMIDE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1200604,BGDKAVGWHJFAGW-UHFFFAOYSA-N,TROPICAMIDE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL231858,BGHABJXKIQKRJZ-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,17446076,KI,=,22000,NM,,"",cell_based,"","","","",,,,,,,,Displacement of [125I]RTI55 from human DAT expressed in COS1 cell membrane,"Synthesis, inhibition and binding of simple non-nitrogen inhibitors of monoamine transporters.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL231858,BGHABJXKIQKRJZ-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,17446076,KI,=,26000,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of [3H]DA uptake in human DAT expressed in COS1 cell membrane,"Synthesis, inhibition and binding of simple non-nitrogen inhibitors of monoamine transporters.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL231858,BGHABJXKIQKRJZ-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,17517511,KI,=,8511380382023.76,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human DAT expressed in COS1 cells,QSAR studies and pharmacophore identification for arylsubstituted cycloalkenecarboxylic acid methyl esters with affinity for the human dopamine transporter.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL1084577,BGJYOLBNUMRPNE-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,20471260,KI,=,3460,NM,,"",cell_based,"","","","",HEK293,,,,,,,Displacement of [3H]dopamine from human DAT expressed in HEK293 cells by scintillation proximity assay,"Second generation N-(1,2-diphenylethyl)piperazines as dual serotonin and noradrenaline reuptake inhibitors: improving metabolic stability and reducing ion channel activity.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL512665,BGQYUSCFJWWBHR-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,19282174,IC50,=,19000,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of radiolabeled dopamine reuptake at human DAT expressed in HEK293 cells,Design and optimization of selective serotonin re-uptake inhibitors with high synthetic accessibility. Part 1.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL267044,BGRJTUBHPOOWDU-NSHDSACASA-N,LEVOSULPIRIDE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL267044,BGRJTUBHPOOWDU-NSHDSACASA-N,LEVOSULPIRIDE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL26,BGRJTUBHPOOWDU-UHFFFAOYSA-N,SULPIRIDE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL26,BGRJTUBHPOOWDU-UHFFFAOYSA-N,SULPIRIDE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL395408,BGSBHLAICAANSC-GOSISDBHSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,17267217,IC50,>,4000,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]DA from human DAT expressed in HEK293 cells,N-Benzyl-N-(tetrahydro-2H-pyran-4-yl)pyrrolidin-3-amines as selective dual serotonin/noradrenaline reuptake inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL247733,BGSBHLAICAANSC-SFHVURJKSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,17267217,IC50,=,727,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]DA from human DAT expressed in HEK293 cells,N-Benzyl-N-(tetrahydro-2H-pyran-4-yl)pyrrolidin-3-amines as selective dual serotonin/noradrenaline reuptake inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL247733,BGSBHLAICAANSC-SFHVURJKSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18240382,IC50,=,727,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]dopamine uptake at human dopamine transporter expressed in HEK293 cells,"1-(2-Phenoxyphenyl)methanamines: SAR for dual serotonin/noradrenaline reuptake inhibition, metabolic stability and hERG affinity.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL247733,BGSBHLAICAANSC-SFHVURJKSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18417343,IC50,=,727,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]DA uptake at human recombinant DAT expressed in HEK293 cells,Pyridyl-phenyl ether monoamine reuptake inhibitors: Impact of lipophilicity on dual SNRI pharmacology and off-target promiscuity.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL247733,BGSBHLAICAANSC-SFHVURJKSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18625557,IC50,=,727,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]DA reuptake at human dopamine transporter expressed in HEK293 cells by scintillation counting,N-Benzyl-N-(pyrrolidin-3-yl)carboxamides as a new class of selective dual serotonin/noradrenaline reuptake inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL89476,BGWLJJSQLYVDMU-BWULQTGUSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,11472216,IC50,=,3.04,NM,,"","","","","","",,,,,,,,Inhibition of [3H]WIN-35428 binding to Dopamine transporter in rhesus (Macaca mulatta) or cynomolgus monkey (Macaca fascicularis) caudate-putamen,Synthesis of 6- and 7- hydroxy-8-azabicyclo[3.2.1]octanes and their binding affinity for the dopamine and serotonin transporters.,J. Med. Chem.,PUBLICATION,
