compound_id,standard_inchi_key,compound_name,synonym,target_id,target_pref_name,gene_names,wildtype_or_mutant,mutation_info,pubmed_id,standard_type,standard_relation,standard_value,standard_units,activity_comment,ep_action_mode,assay_format,assaytype,assay_subtype,inhibitor_type,detection_tech,assay_cell_line,compound_concentration_value,compound_concentration_value_unit,substrate_type,substrate_relation,substrate_value,substrate_units,assay_description,title,journal,doc_type,annotation_comments
CHEMBL420490,HEXJPMBYSPGFTM-UHFFFAOYSA-N,,,"P21397, P27338",MONOAMINE OXIDASE,"MAOA, MAOB",,,11563931,NI,,,,,"","","","","","",,,,,,,,Inhibition of hamster liver mitochondrial monoamine oxidase MAO,Synthesis of potential antidipsotropic isoflavones: inhibitors of the mitochondrial monoamine oxidase-aldehyde dehydrogenase pathway.,J. Med. Chem.,PUBLICATION,
CHEMBL34139,HFGZFHCWKKQGIS-NOZJJQNGSA-N,GENACONAZOLE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL34139,HFGZFHCWKKQGIS-NOZJJQNGSA-N,GENACONAZOLE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1230813,HFHDHCJBZVLPGP-RWMJIURBSA-N,ALFADEX,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1230813,HFHDHCJBZVLPGP-RWMJIURBSA-N,ALFADEX,,P21397,MONOAMINE OXIDASE A,MAOA,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL2417755,HFHWYLAUMSLTRE-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,23927971,IC50,=,1390,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant microsomal MAO-A expressed in baculovirus-infected insect BTI-TN-5B1-4 cells assessed as p-tyramine conversion to H2O2 by fluorescence assay,"Design, synthesis, and in vitro hMAO-B inhibitory evaluation of some 1-methyl-3,5-diphenyl-4,5-dihydro-1H-pyrazoles.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2103751,HFVNWDWLWUCIHC-GUPDPFMOSA-N,PREDNIMUSTINE,,Q64133,MONOAMINE OXIDASE A,"",,,18834112,ACTIVITY,,,,Not Active,"","","","","","",,,,,,,,Inhibition of mouse brain MAOA,Quantitative structure-activity relationship and complex network approach to monoamine oxidase A and B inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL248050,HFWROKPXAPGNOY-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,20579890,IC50,=,14791.08,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAOA expressed in baculovirus infected BTI-TN-5B1-4 insect cells assessed as hydrogen peroxide production from p-tyramine by amplex red assay,"Synthesis, semipreparative HPLC separation, biological evaluation, and 3D-QSAR of hydrazothiazole derivatives as human monoamine oxidase B inhibitors.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL248050,HFWROKPXAPGNOY-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,20579890,IC50,=,14851,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAOA expressed in baculovirus infected BTI-TN-5B1-4 insect cells assessed as hydrogen peroxide production from p-tyramine by amplex red assay,"Synthesis, semipreparative HPLC separation, biological evaluation, and 3D-QSAR of hydrazothiazole derivatives as human monoamine oxidase B inhibitors.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL2417759,HFWSJTZZJXETQT-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,23927971,IC50,=,3000,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant microsomal MAO-A expressed in baculovirus-infected insect BTI-TN-5B1-4 cells assessed as p-tyramine conversion to H2O2 by fluorescence assay,"Design, synthesis, and in vitro hMAO-B inhibitory evaluation of some 1-methyl-3,5-diphenyl-4,5-dihydro-1H-pyrazoles.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1213971,HGCPHWHDQXQZHF-DJKKODMXSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,20615716,IC50,=,874.69,NM,,"","","","","","",,,,,,,,Inhibition of human MAOA by fluorimetry,Investigations on the 2-thiazolylhydrazyne scaffold: synthesis and molecular modeling of selective human monoamine oxidase inhibitors.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL3319265,HGFLNBXSJGKOTN-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,24955776,IC50,>,10000,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus-infected insect cells using p-tyraimne substrate,Indazole- and indole-5-carboxamides: selective and reversible monoamine oxidase B inhibitors with subnanomolar potency.,J. Med. Chem.,PUBLICATION,
CHEMBL721,HGINCPLSRVDWNT-UHFFFAOYSA-N,ACROLEIN,,Q64133,MONOAMINE OXIDASE A,"",,,18834112,ACTIVITY,,,,Not Active,"","","","","","",,,,,,,,Inhibition of mouse brain MAOA,Quantitative structure-activity relationship and complex network approach to monoamine oxidase A and B inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL721,HGINCPLSRVDWNT-UHFFFAOYSA-N,ACROLEIN,,Q64133,MONOAMINE OXIDASE A,"",,,18834112,ACTIVITY,,,,Not Active,"","","","","","",,,,,,,,Inhibition of mouse liver MAOA,Quantitative structure-activity relationship and complex network approach to monoamine oxidase A and B inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL3394539,HGMMTMKXUMAAPI-VXLYETTFSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,25542589,INHIBITION,=,17.7,%,,"","","","","","",,,,,,,,Inhibition of human recombinant MAO-A using p-tyramine as substrate assessed as H2O2 production at 100 uM after 15 mins by fluorescence assay,"Multifunctional coumarin derivatives: monoamine oxidase B (MAO-B) inhibition, anti-ß-amyloid (Aß) aggregation and metal chelation properties against Alzheimer's disease.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3218162,HGSFIPIFMAHLDO-YBFXNURJSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,=,2710,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human MAO-A expressed in baculovirus infected BTI-TN-5B1-4 insect cells using p-tyramine as substrate assessed as hydrogen peroxide production by fluorimetric method,,MedChemComm,PUBLICATION,
CHEMBL30327,HGUFODBRKLSHSI-UHFFFAOYSA-N,"2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN",,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL30327,HGUFODBRKLSHSI-UHFFFAOYSA-N,"2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN",,P21397,MONOAMINE OXIDASE A,MAOA,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL186368,HGWDKWJYTURSFE-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,15482934,IC50,=,180,NM,,"","","","","","",,,,,,,,Concentration required to inhibit monoamine oxidase activity by 50%,QSAR modeling of the MAO inhibitory activity of xanthones derivatives.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL536740,HGYPOYPYNBERQF-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,16570912,IC50,,,,Not Determined,"","","","","","",,,,,,,,Inhibition of recombinant human MAO-A,"Design, synthesis, and biological evaluation of semicarbazide-sensitive amine oxidase (SSAO) inhibitors with anti-inflammatory activity.",J. Med. Chem.,PUBLICATION,
CHEMBL1461072,HGZQKVKWOSVDLJ-UHFFFAOYSA-N,8-{[(4-FLUOROPHENYL)METHYL]SULFANYL}CAFFEINE,,P21397,MONOAMINE OXIDASE A,MAOA,,,22055712,IC50,=,4800,NM,,"","","","","","",,,,,,,,Inhibition of human recombinant MAOA using kynuramine as substrate by fluorescence assay,Thio- and aminocaffeine analogues as inhibitors of human monoamine oxidase.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL55325,HHCXXMFSVHDBNV-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,7783122,K CAT,=,358,MIN-1,,"","","","","","",,,,,,,,Kinetic value evaluated as catalyzed oxidation (kcat).,"Studies on the monoamine oxidase (MAO)-catalyzed oxidation of phenyl-substituted 1-methyl-4-phenoxy-1,2,3,6-tetrahydropyridine derivatives: factors contributing to MAO-A and MAO-B selectivity.",J. Med. Chem.,PUBLICATION,
CHEMBL55325,HHCXXMFSVHDBNV-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,7783122,K CAT/KM,=,4368,MM-1 MIN-1,,"","","","","","",,,,,,,,Ratio of catalytic constant and Michaelis-Menten constant for MAO-A.,"Studies on the monoamine oxidase (MAO)-catalyzed oxidation of phenyl-substituted 1-methyl-4-phenoxy-1,2,3,6-tetrahydropyridine derivatives: factors contributing to MAO-A and MAO-B selectivity.",J. Med. Chem.,PUBLICATION,
CHEMBL55325,HHCXXMFSVHDBNV-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,7783122,KM,=,82000,NM,,"","","","","","",,,,,,,,Michaelis-Menten constant for Monoamine oxidase A-catalyzed oxidation (KM).,"Studies on the monoamine oxidase (MAO)-catalyzed oxidation of phenyl-substituted 1-methyl-4-phenoxy-1,2,3,6-tetrahydropyridine derivatives: factors contributing to MAO-A and MAO-B selectivity.",J. Med. Chem.,PUBLICATION,
CHEMBL515606,HHHKFGXWKKUNCY-FHWLQOOXSA-N,CILAZAPRIL,,Q64133,MONOAMINE OXIDASE A,"",,,18834112,ACTIVITY,,,,Not Active,"","","","","","",,,,,,,,Inhibition of mouse brain MAOA,Quantitative structure-activity relationship and complex network approach to monoamine oxidase A and B inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL219146,HHJUWIANJFBDHT-KOTLKJBCSA-N,VINDESINE,,Q64133,MONOAMINE OXIDASE A,"",,,18834112,ACTIVITY,,,,Not Active,"","","","","","",,,,,,,,Inhibition of mouse brain MAOA,Quantitative structure-activity relationship and complex network approach to monoamine oxidase A and B inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL219146,HHJUWIANJFBDHT-KOTLKJBCSA-N,VINDESINE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL219146,HHJUWIANJFBDHT-KOTLKJBCSA-N,VINDESINE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL2437018,HHYQMNSRTBZUSU-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,24099995,KI,=,810,NM,,"",cell_based,"","","","",,,,,,,,Competitive reversible inhibition of human recombinant MAO-A expressed in baculovirus infected BT1 insect cells using p-tyramine as substrate assessed as H2O2 production after 15 mins by fluorimetric analysis,"Monoamine oxidase inhibitory activity of 3,5-biaryl-4,5-dihydro-1H-pyrazole-1-carboxylate derivatives.",Eur. J. Med. Chem.,PUBLICATION,
CHEMBL748,HIGSLXSBYYMVKI-UHFFFAOYSA-N,PRALIDOXIME CHLORIDE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL748,HIGSLXSBYYMVKI-UHFFFAOYSA-N,PRALIDOXIME CHLORIDE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL229472,HIOIYGZUYPHUTC-JTQLQIEISA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,17521909,KI,=,30,NM,,"","","","","","",,,,,,,,Inhibition of human recombinant MAOA expressed in Pichia pastoris,Human and rat monoamine oxidase-A are differentially inhibited by (S)-4-alkylthioamphetamine derivatives: insights from molecular modeling studies.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL229472,HIOIYGZUYPHUTC-JTQLQIEISA-N,,,P21396,MONOAMINE OXIDASE A,"",,,17521909,KI,=,115,NM,,"","","","","","",,,,,,,,Inhibition of rat brain MAOA,Human and rat monoamine oxidase-A are differentially inhibited by (S)-4-alkylthioamphetamine derivatives: insights from molecular modeling studies.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL596690,HITISLKGAFZTFZ-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,20045650,INHIBITION,,,,Not Active,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAOA expressed in BTI-TN-5B1-4 cells at 100 uM by para-tyramine oxidation assay,"A new series of flavones, thioflavones, and flavanones as selective monoamine oxidase-B inhibitors.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL170087,HIVSTTONWQDHJU-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,21397504,KI,=,500034534.98,NM,,"","","","","","",,,,,,,,Inhibition of MAO-A receptor,Exploration of new scaffolds as potential MAO-A inhibitors using pharmacophore and 3D-QSAR based in silico screening.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1823533,HIXPITUEDZWMHW-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,21777011,INHIBITION,,,,Not Active,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAO-A activity expressed in BTI-TN-5B1-4 insect cells at 100 uM using p-tyramine substrate by Amplex Red MAO assay,"3-Acetyl-2,5-diaryl-2,3-dihydro-1,3,4-oxadiazoles: a new scaffold for the selective inhibition of monoamine oxidase B.",J. Med. Chem.,PUBLICATION,
CHEMBL3652420,HJDUSQPULTVXEC-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,=,10000,NM,234350,"","","","","","",,,,,,,,"BindingDB_Patents: Activity Assay. Inhibitory activity of compounds was evaluated by a homogeneous luminescent method, the MAO-Glo Assay (Promega), measuring the monoamine oxidase activity (MAOs) from recombinant source (microsomes from baculovirus infected insect cells, Sigma). Experiments were performed according to the Supplier's procedure, incubating human recombinant MAO-A or MAO-B with a luminogenic substrate, a derivative of beetle luciferin ((4S)-4,5-dihydro-2-(6-hydroxybenzothiazolyl)-4-thiazolecarboxylic acid). MAOs converts this luciferin derivative to methyl ester luciferin and only compounds that interfere with the ability of the enzyme to use the pro-luminescent substrate will cause changes in the resulting luminescent signal.","6-1H-imidazo-quinazoline and quinolines derivatives, new MAO inhibitors and imidazoline receptor ligands",,PATENT,
CHEMBL3652420,HJDUSQPULTVXEC-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,=,10000,NM,,"","","","","","",,,,,,,,"BindingDB_Patents: Activity Assay. Inhibitory activity of compounds was evaluated by a homogeneous luminescent method, the MAO-Glo Assay (Promega), measuring the monoamine oxidase activity (MAOs) from recombinant source (microsomes from baculovirus infected insect cells, Sigma). Experiments were performed according to the Supplier's procedure, incubating human recombinant MAO-A or MAO-B with a luminogenic substrate, a derivative of beetle luciferin ((4S)-4,5-dihydro-2-(6-hydroxybenzothiazolyl)-4-thiazolecarboxylic acid). MAOs converts this luciferin derivative to methyl ester luciferin and only compounds that interfere with the ability of the enzyme to use the pro-luminescent substrate will cause changes in the resulting luminescent signal.","6-1H-imidazo-quinazoline and quinolines derivatives, new MAO inhibitors and imidazoline receptor ligands",,PATENT,
CHEMBL248049,HJKNANBCCFIUBG-RGEXLXHISA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,20579890,IC50,=,15135.61,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAOA expressed in baculovirus infected BTI-TN-5B1-4 insect cells assessed as hydrogen peroxide production from p-tyramine by amplex red assay,"Synthesis, semipreparative HPLC separation, biological evaluation, and 3D-QSAR of hydrazothiazole derivatives as human monoamine oxidase B inhibitors.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL248049,HJKNANBCCFIUBG-RGEXLXHISA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,20579890,IC50,=,15217,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAOA expressed in baculovirus infected BTI-TN-5B1-4 insect cells assessed as hydrogen peroxide production from p-tyramine by amplex red assay,"Synthesis, semipreparative HPLC separation, biological evaluation, and 3D-QSAR of hydrazothiazole derivatives as human monoamine oxidase B inhibitors.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL3220510,HJKPDPIBJCBDPC-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,,INHIBITION,,,,Not Active,"","","","","","",,,,,,,,Inhibition of recombinant human MAO-A assessed as production of hydrogen peroxide from p-tyramine up to 100 uM after 15 mins by Amplex Red assay,,MedChemComm,PUBLICATION,
CHEMBL1220,HJLSLZFTEKNLFI-UHFFFAOYSA-N,TINIDAZOLE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1220,HJLSLZFTEKNLFI-UHFFFAOYSA-N,TINIDAZOLE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1814059,HJPYOWXYFBGBTP-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,21696156,INHIBITION,,,,Not Active,"","","","","","",,,,,,,,Inhibition of human MAO-A assessed as inhibition of p-tyramine oxidation to p-hydroxyphenyl-acetaldehyde at 100 uM after 15 mins by fluorimetric method,"Chromone, a privileged scaffold for the development of monoamine oxidase inhibitors.",J. Med. Chem.,PUBLICATION,
CHEMBL1411619,HJRFKKRMCGZIOA-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,21872365,INHIBITION,=,40,%,,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,PUBLICATION,
CHEMBL597716,HJUOMZBCQPCXHZ-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,20045650,INHIBITION,=,40,%,,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAOA expressed in BTI-TN-5B1-4 cells at 100 uM by para-tyramine oxidation assay,"A new series of flavones, thioflavones, and flavanones as selective monoamine oxidase-B inhibitors.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL489718,HJVCKPFGGRPXTK-BJMVGYQFSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,19378991,IC50,,,,Not Active,"","","","","","",,,,,,,,Inhibition of human recombinant MAO-A assessed as hydrogen peroxide production at 20 uM,Chalcones: a valid scaffold for monoamine oxidases inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL3121785,HJVYWROYBSFGBH-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,24560738,IC50,>,10000,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected insect cells assessed as hydrogen peroxide production using p-tyramine as substrate incubated for 30 mins prior to substrate addition measured for 45 mins by Amplex Red monoamine oxidase assay,Alkynyl-coumarinyl ethers as MAO-B inhibitors.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL222368,HKFLTDDIRURSLM-UHFFFAOYSA-N,,,P21398,MONOAMINE OXIDASE A,"",,,17256833,KI,=,20,NM,,"","","","","","",,,,,,,,Inhibition of bovine brain mitochondria MAOA by fluorometric assay,"New pyrrole inhibitors of monoamine oxidase: synthesis, biological evaluation, and structural determinants of MAO-A and MAO-B selectivity.",J. Med. Chem.,PUBLICATION,
CHEMBL222368,HKFLTDDIRURSLM-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,21397504,KI,=,19998618.7,NM,,"","","","","","",,,,,,,,Inhibition of MAO-A receptor,Exploration of new scaffolds as potential MAO-A inhibitors using pharmacophore and 3D-QSAR based in silico screening.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2178993,HKGNTONFNOVELX-UHFFFAOYSA-N,,,P21398,MONOAMINE OXIDASE A,"",,,23153282,KI,=,0.00658,NM,,"","","","","","",,,,,,,,Inhibition of bovine brain MAOA using kinuramine as substrate preincubated for 30 mins prior to substrate addition measured after 30 mins by fluorometric assay,Synthesis of new 7-oxycoumarin derivatives as potent and selective monoamine oxidase a inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL2058409,HKHSOMJOSUNVTP-BJMVGYQFSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,22781190,IC50,=,6107,NM,,"","","","","","",,,,,,,,Inhibition of human recombinant MAO-A using kynuramine as substrate preincubated with compound for 15 mins measured after 20 mins by fluorometric analysis,Synthesis and evaluation of aplysinopsin analogs as inhibitors of human monoamine oxidase A and B.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1823537,HKJNQGJKJPVYTI-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,21777011,INHIBITION,,,,Not Active,"",cell_based,"","","","",,,,,,,,Inhibition of human recombinant MAO-A activity expressed in BTI-TN-5B1-4 insect cells at 100 uM using p-tyramine substrate by Amplex Red MAO assay,"3-Acetyl-2,5-diaryl-2,3-dihydro-1,3,4-oxadiazoles: a new scaffold for the selective inhibition of monoamine oxidase B.",J. Med. Chem.,PUBLICATION,
CHEMBL349376,HKMBAGTVAQJNDZ-UHFFFAOYSA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,23207409,IC50,>,100000,NM,,"","","","","","",,,,,,,,Inhibition of human recombinant MAOA,Combining QSAR classification models for predictive modeling of human monoamine oxidase inhibitors.,Eur. J. Med. Chem.,PUBLICATION,
CHEMBL456807,HKOOXMFOFWEVGF-UHFFFAOYSA-N,PHENYLHYDRAZINE,,P21398,MONOAMINE OXIDASE A,"",,,18834112,ACTIVITY,,,,Not Active,"","","","","","",,,,,,,,Inhibition of bovine brain MAOA,Quantitative structure-activity relationship and complex network approach to monoamine oxidase A and B inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL456807,HKOOXMFOFWEVGF-UHFFFAOYSA-N,PHENYLHYDRAZINE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL456807,HKOOXMFOFWEVGF-UHFFFAOYSA-N,PHENYLHYDRAZINE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL447295,HLBBOVGELPMYIJ-DXVPXYAESA-N,,,P21397,MONOAMINE OXIDASE A,MAOA,,,18336006,INHIBITION,=,21.4,%,,"","","","","","",,,,,,,,Inhibition of monoamine oxidase A at 10 uM,Xanthones from Gentianella amarella ssp. acuta with acetylcholinesterase and monoamine oxidase inhibitory activities.,J. Nat. Prod.,PUBLICATION,
CHEMBL490070,HLDUHCYBUVVDOT-GZBOUJLJSA-N,BENAXIBINE,,P21397,MONOAMINE OXIDASE A,MAOA,,,18834112,ACTIVITY,,,,Not Active,"","","","","","",,,,,,,,Inhibition of human recombinant MAOA by fluorimetric method,Quantitative structure-activity relationship and complex network approach to monoamine oxidase A and B inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL1454,HLFSDGLLUJUHTE-SNVBAGLBSA-N,LEVAMISOLE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1454,HLFSDGLLUJUHTE-SNVBAGLBSA-N,LEVAMISOLE,,P21397,MONOAMINE OXIDASE A,MAOA,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"",cell_based,"","","","",BTI-TN-5B1-4,,,,,,,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),DrugMatrix in vitro pharmacology data,,DATASET,
