,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,pubchem_cid,smiles_pc,Standard Type,Standard Relation,Standard Value,Standard Units,pIC50_MRP4,relation_MRP4,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,casn,aenm,pIC50_MRP4_tcpl,spid,pIC50_MRP4_adj,pIC50_MRP4_tcpl_adj,Morgan,SMDC,CRADA,Hafey
232,,pranlukast,,,,,pranlukast,O=C(Nc1cccc2c1oc(cc2=O)-c1nnn[nH]1)c1ccc(OCCCCc2ccccc2)cc1,4887,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,4887,,,,4,>,,,,,,,,,,,,,,,,,,,,,,,SMDC,,,,,,4887,MRP4_Txptr_Inhib_3HDHEAS_uptake,8.585665912,43,3,7.585665912,1,1,0,0
233,CHEMBL367463,PRANOPROFEN,0,255.27,0,2.97,Pranoprofen,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,IC50,'=',9800,nM,5.01,,,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4888,,5.01,Chembl_txp_150,5.01,5.01,1,0,0,0
234,CHEMBL976,PRAZIQUANTEL,4,312.41,0,2.53,Praziquantel,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,4891,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4891,,3.876148359,434,2.876148359,2.876148359,1,0,0,0
235,CHEMBL2,PRAZOSIN,4,383.41,0,1.78,Prazosin,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,4893,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,IC50,'=',12500,nM,4.9,,,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4893,,4.9,528,4.9,4.9,1,0,0,0
236,CHEMBL506,PRIMAQUINE,4,259.35,0,2.78,Primaquine,COc1cc(NC(C)CCCN)c2ncccc2c1,4908,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4908,,3.876148359,431,2.876148359,2.876148359,1,0,0,0
237,CHEMBL856,PRIMIDONE,4,218.26,0,0.54,Primidone,CCC1(c2ccccc2)C(=O)NCNC1=O,4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4909,,3.876148359,529,2.876148359,2.876148359,1,0,0,0
238,CHEMBL897,PROBENECID,4,285.36,0,2.2,Probenecid,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,4911,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4911,,3.876148359,530,2.876148359,2.876148359,1,0,0,1
239,,probenecid,,,,,probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,4911,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,,,>100,,4,>,,,,,,,,,,,,,,,,,,,,,,,HAFEY,,,,,,4911,,4,530,3,3,1,0,0,1
240,CHEMBL640,PROCAINAMIDE,4,235.33,0,1.34,Procainamide,CCN(CC)CCNC(=O)c1ccc(N)cc1,4913,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4913,,3.876148359,636,2.876148359,2.876148359,1,0,0,0
241,CHEMBL728,PROCHLORPERAZINE,4,373.95,0,4.58,Prochlorperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4917,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4917,,3.876148359,532,2.876148359,2.876148359,1,0,0,0
242,CHEMBL86715,PROCYCLIDINE,4,287.45,0,3.94,Procyclidine,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,4919,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4919,,3.876148359,697,2.876148359,2.876148359,1,0,0,0
243,CHEMBL643,PROMETHAZINE,4,284.43,0,4.24,Promethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,4927,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4927,,3.876148359,533,2.876148359,2.876148359,1,0,0,0
244,CHEMBL631,PROPAFENONE,4,341.45,0,3.24,Propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,4932,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4932,,3.876148359,619,2.876148359,2.876148359,1,0,0,0
245,CHEMBL27,PROPRANOLOL,4,259.35,0,2.58,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,4946,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4946,,3.876148359,534,2.876148359,2.876148359,1,0,0,1
246,,propranolol,,,,,propranolol,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,4946,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,,,>100,,4,>,,,,,,,,,,,,,,,,,,,,,,,HAFEY,,,,,,4946,,4,534,3,3,1,0,0,1
247,CHEMBL1790041,RANITIDINE,4,314.41,0,1.46,Ranitidine,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,5039,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5039,,3.876148359,244,2.876148359,2.876148359,1,0,0,1
248,,ranitidine,,,,,ranitidine,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,5039,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,,,>100,,4,>,,,,,,,,,,,,,,,,,,,,,,,HAFEY,,,,,,5039,,4,244,3,3,1,0,0,1
249,CHEMBL744,RILUZOLE,4,234.2,0,2.78,Riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1,5070,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5070,,3.876148359,640,2.876148359,2.876148359,1,0,0,0
250,CHEMBL85,RISPERIDONE,4,410.49,0,3.59,Risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,5073,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5073,,3.876148359,695,2.876148359,2.876148359,1,0,0,0
251,CHEMBL122,ROFECOXIB,4,314.36,0,2.56,ROFECOXIB,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,5090,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5090,,3.876148359,86,2.876148359,2.876148359,1,1,0,0
252,,vioxx,,,,,vioxx,CS(=O)(=O)c1ccc(cc1)C1=C(C(=O)OC1)c1ccccc1,5090,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,5090,,,,4,>,,,,,,,,,,,,,,,,,,,,,,,SMDC,,,,,,5090,,4,86,3,3,1,1,0,0
253,CHEMBL4065982,Scopolamine hydrobromide trihydrate,0,438.32,0,0.92,Scopolamine hydrobromide trihydrate,Br.CN1[C@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21.O.O.O,5184,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5184,,3.876148359,284,2.876148359,2.876148359,0,0,0,0
254,CHEMBL439,SULFADIAZINE,4,250.28,0,0.86,Sulfadiazine,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,5215,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5215,,3.876148359,540,2.876148359,2.876148359,1,0,0,0
255,CHEMBL471,SOTALOL,4,272.37,0,1.09,Sotalol,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,5253,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5253,,3.876148359,185,2.876148359,2.876148359,1,1,0,0
256,CHEMBL941,IMATINIB,4,493.62,0,4.59,Imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,5291,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5291,,3.876148359,406,2.876148359,2.876148359,1,0,0,0
257,CHEMBL98,VORINOSTAT,4,264.32,0,2.47,Vorinostat,O=C(CCCCCCC(=O)Nc1ccccc1)NO,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5311,,3.876148359,677,2.876148359,2.876148359,1,0,0,0
258,CHEMBL443,SULFAMETHOXAZOLE,4,253.28,0,1.37,Sulfamethoxazole,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,5329,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5329,,3.876148359,541,2.876148359,2.876148359,1,0,0,0
259,CHEMBL493636,SULFANITRAN,0,335.34,0,2.35,Sulfanitran,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,5334,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)[N+](=O)[O-],IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5334,,3.876148359,Chembl_txp_170,2.876148359,2.876148359,1,0,0,0
260,CHEMBL421,SULFASALAZINE,4,398.4,0,3.7,Sulfasalazine,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,5339,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,IC50,'=',1500,nM,5.82,,,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5339,,5.82,209,5.82,5.82,1,0,0,0
261,CHEMBL453,SULFISOXAZOLE,4,267.31,0,1.67,Sulfisoxazole,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,5344,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5344,,3.876148359,566,2.876148359,2.876148359,1,0,0,0
262,CHEMBL128,SUMATRIPTAN,4,295.41,0,1.32,Sumatriptan,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,5358,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5358,,3.876148359,542,2.876148359,2.876148359,1,0,0,1
263,,sumatriptan,,,,,sumatriptan,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,5358,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,,,>100,,4,>,,,,,,,,,,,,,,,,,,,,,,,HAFEY,,,,,,5358,,4,542,3,3,1,0,0,1
264,CHEMBL31,GATIFLOXACIN,4,375.4,0,1.98,Gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,5379,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5379,,3.876148359,489,2.876148359,2.876148359,1,0,0,0
265,CHEMBL1657,TAZAROTENE,4,351.47,0,4.43,Tazarotene,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,5381,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5381,,3.876148359,Chembl_txp_172,2.876148359,2.876148359,1,0,0,0
266,CHEMBL810,TEMOZOLOMIDE,4,194.15,0,-2.08,Temozolomide,Cn1nnc2c(C(N)=O)ncn2c1=O,5394,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5394,,3.876148359,683,2.876148359,2.876148359,1,0,0,0
267,CHEMBL611,TERAZOSIN,4,387.44,0,1.06,Terazosin,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,5401,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,IC50,'=',36800,nM,4.43,,,,UO_0000065,,,,,0,CHEMBL4028924,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL1743128,Multidrug resistance-associated protein 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5401,,4.43,545,4.43,4.43,1,0,0,0
