,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,pubchem_cid,smiles_pc,Standard Type,Standard Relation,Standard Value,Standard Units,pIC50_BSEP,relation_BSEP,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,casn,aenm,pIC50_BSEP_tcpl,spid,pIC50_BSEP_adj,pIC50_BSEP_tcpl_adj,Morgan,SMDC,CRADA,Hafey
628,,clotrimazole,,,,,clotrimazole,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,,,10,,5,,,,,,,,,,,,,,,,,,,,,,,,HAFEY,,,,,,2812,,5,319,5,5,0,0,0,1
629,CHEMBL891,CLOXACILLIN,4,435.89,0,2.55,Cloxacillin,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,6098,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,IC50,'=',219700,nM,3.658169943,,Outside typical range,,UO_0000065,,,,,0,CHEMBL3540573,Inhibition of human BSEP expressed in plasma membrane vesicles of Sf21 cells assessed as inhibition of ATP-dependent [3H]taurocholate uptake,B,BAO_0000249,cell membrane format,Homo sapiens,None,None,Sf21,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL3526080,1,Scientific Literature,Drug Metab. Dispos.,2012,CHEMBL4106362,6098,,3.658169943,365,3.658169943,3.658169943,0,0,0,0
630,CHEMBL891,CLOXACILLIN,4,435.89,0,2.55,Cloxacillin,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,6098,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,IC50,'=',41570,nM,4.38,,,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,6098,,4.38,365,4.38,4.38,0,0,0,0
631,CHEMBL225164,CLOXYQUIN,0,179.61,0,2.59,Cloxyquin,Oc1ccc(Cl)c2cccnc12,2817,C1=CC2=C(C=CC(=C2N=C1)O)Cl,IC50,'=',356700,nM,3.447696891,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,CLOXYQUIN,,3.447696891,,3.447696891,3.447696891,0,0,0,0
632,CHEMBL42,CLOZAPINE,4,326.83,0,3.72,CLOZAPINE,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,135398737,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,IC50,'=',126100,nM,3.899284913,,Outside typical range,,UO_0000065,,,,,0,CHEMBL3540573,Inhibition of human BSEP expressed in plasma membrane vesicles of Sf21 cells assessed as inhibition of ATP-dependent [3H]taurocholate uptake,B,BAO_0000249,cell membrane format,Homo sapiens,None,None,Sf21,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL3526080,1,Scientific Literature,Drug Metab. Dispos.,2012,CHEMBL4106362,135398737,,3.899284913,279,3.899284913,3.899284913,1,0,0,1
633,CHEMBL42,CLOZAPINE,4,326.83,0,3.72,Clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,135398737,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,IC50,'>',135000,nM,3.869666232,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4011663,Inhibition of human BSEP expressed in fall armyworm sf9 cell plasma membrane vesicles assessed as reduction in vesicle-associated [3H]-taurocholate transport preincubated for 10 mins prior to ATP addition measured after 15 mins in presence of [3H]-taurocholate by topcount based membrane vesicle transport assay,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4011581,1,Scientific Literature,Toxicol Sci,2010,None,135398737,,3.869666232,279,2.869666232,2.869666232,1,0,0,1
634,CHEMBL42,CLOZAPINE,4,326.83,0,3.72,Clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,135398737,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,IC50,'=',75140,nM,4.12,,,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,135398737,,4.12,279,4.12,4.12,1,0,0,1
635,CHEMBL42,CLOZAPINE,4,326.83,0,3.72,Clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,135398737,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028921,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,135398737,,3.876148359,279,2.876148359,2.876148359,1,0,0,1
636,,clozapine,,,,,clozapine,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,135398737,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,,,>100,,4,>,,,,,,,,,,,,,,,,,,,,,,,HAFEY,,,,,,135398737,,4,279,3,3,1,0,0,1
637,CHEMBL107,COLCHICINE,4,399.44,0,2.87,Colchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,6167,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,IC50,'>',135000,nM,3.869666232,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4011663,Inhibition of human BSEP expressed in fall armyworm sf9 cell plasma membrane vesicles assessed as reduction in vesicle-associated [3H]-taurocholate transport preincubated for 10 mins prior to ATP addition measured after 15 mins in presence of [3H]-taurocholate by topcount based membrane vesicle transport assay,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4011581,1,Scientific Literature,Toxicol Sci,2010,None,6167,,3.869666232,654,2.869666232,2.869666232,1,0,0,0
638,CHEMBL107,COLCHICINE,4,399.44,0,2.87,Colchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,6167,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,IC50,'=',298700,nM,3.524764777,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,6167,,3.524764777,654,3.524764777,3.524764777,1,0,0,0
639,CHEMBL107,COLCHICINE,4,399.44,0,2.87,Colchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,6167,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028921,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,6167,,3.876148359,654,2.876148359,2.876148359,1,0,0,0
640,CHEMBL1499,Cortisone,0,360.45,0,1.99,Cortisone,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,222786,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,IC50,'=',108100,nM,3.966174306,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,Cortisone,,3.966174306,,3.966174306,3.966174306,0,0,0,0
641,CHEMBL6466,COUMARIN,4,146.14,0,1.79,Coumarin,O=c1ccc2ccccc2o1,323,C1=CC=C2C(=C1)C=CC(=O)O2,IC50,'>',1000000,nM,3,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,323,,3,DTXSID7020348,2,2,0,0,0,0
642,CHEMBL428880,CROMOLYN,4,468.37,0,2.11,Cromolyn,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,2882,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O,IC50,'>',1000000,nM,3,>,Outside typical range,,UO_0000065,,,,,1,CHEMBL3540573,Inhibition of human BSEP expressed in plasma membrane vesicles of Sf21 cells assessed as inhibition of ATP-dependent [3H]taurocholate uptake,B,BAO_0000249,cell membrane format,Homo sapiens,None,None,Sf21,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL3526080,1,Scientific Literature,Drug Metab. Dispos.,2012,CHEMBL4106362,CROMOLYN,,3,,2,2,0,0,0,0
643,CHEMBL428880,CROMOLYN,4,468.37,0,2.11,5,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,2882,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O,IC50,'>',1000000,nM,3,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,CROMOLYN,,3,,2,2,0,0,0,0
644,CHEMBL1200709,CROTAMITON,4,203.28,0,2.92,AZ72,C/C=C/C(=O)N(CC)c1ccccc1C,688020,CCN(C1=CC=CC=C1C)C(=O)/C=C/C,IC50,'=',109500,nM,3.960585881,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,CROTAMITON,,3.960585881,,3.960585881,3.960585881,0,0,0,0
645,CHEMBL440498,CTS-1027,2,425.89,0,3.21,RO-1130830,O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,3342298,C1COCCC1(CS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)C(=O)NO,IC50,'=',23360,nM,4.63,,,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,CTS-1027,,4.63,,4.63,4.63,0,0,0,0
646,CHEMBL1480987,CYCLANDELATE,4,276.38,0,3.48,Cyclandelate,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,2893,CC1CC(CC(C1)(C)C)OC(=O)C(C2=CC=CC=C2)O,IC50,'=',15030,nM,4.82,,,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,CYCLANDELATE,,4.82,,4.82,4.82,0,0,0,0
647,CHEMBL669,CYCLOBENZAPRINE,4,275.4,0,4.55,Cyclobenzaprine,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,2895,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,IC50,'=',107400,nM,3.968995719,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,CYCLOBENZAPRINE,,3.968995719,,3.968995719,3.968995719,0,0,0,0
648,CHEMBL88,CYCLOPHOSPHAMIDE,4,261.09,0,1.88,Cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,IC50,'>',135000,nM,3.869666232,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4011663,Inhibition of human BSEP expressed in fall armyworm sf9 cell plasma membrane vesicles assessed as reduction in vesicle-associated [3H]-taurocholate transport preincubated for 10 mins prior to ATP addition measured after 15 mins in presence of [3H]-taurocholate by topcount based membrane vesicle transport assay,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4011581,1,Scientific Literature,Toxicol Sci,2010,None,2907,,3.869666232,472,2.869666232,2.869666232,1,0,0,0
649,CHEMBL88,CYCLOPHOSPHAMIDE,4,261.09,0,1.88,Cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028921,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,2907,,3.876148359,472,2.876148359,2.876148359,1,0,0,0
650,CHEMBL771,CYCLOSERINE,4,102.09,0,-1.62,Cycloserine,N[C@@H]1CONC1=O,6234,C1[C@H](C(=O)NO1)N,IC50,'>',1000000,nM,3,>,Outside typical range,,UO_0000065,,,,,1,CHEMBL3540573,Inhibition of human BSEP expressed in plasma membrane vesicles of Sf21 cells assessed as inhibition of ATP-dependent [3H]taurocholate uptake,B,BAO_0000249,cell membrane format,Homo sapiens,None,None,Sf21,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL3526080,1,Scientific Literature,Drug Metab. Dispos.,2012,CHEMBL4106362,CYCLOSERINE,,3,,2,2,0,0,0,0
651,CHEMBL771,CYCLOSERINE,4,102.09,0,-1.62,Cycloserine,N[C@@H]1CONC1=O,6234,C1[C@H](C(=O)NO1)N,IC50,'>',1000000,nM,3,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,CYCLOSERINE,,3,,2,2,0,0,0,0
652,CHEMBL160,CYCLOSPORINE,4,1202.63,None,None,Cyclosporin A,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,5284373,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,IC50,'=',7800,nM,5.11,,,inhibitor [IC50 = 7.8 u M (Hill coefficient = 1.1)],UO_0000065,,,,,0,CHEMBL2076226,TP_TRANSPORTER: increase in dihydrofluorescein intracellular accumulation (dihydrofluorescein: 1 uM) in SK-E2 cells (expressing BSEP),F,BAO_0000219,cell-based format,None,None,None,SK-E2,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL2074066,18,TP-search Transporter Database,Pharm. Res.,2003,None,62280,,5.11,208,5.11,5.11,1,0,0,0
653,CHEMBL160,CYCLOSPORINE,4,1202.63,None,None,92125416,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,5284373,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,IC50,'=',7500,nM,5.12,,,inhibitor [IC50 = 7.5 u M (Hill coefficient = 1.5)],UO_0000065,,,,,0,CHEMBL2076242,TP_TRANSPORTER: increase in bodipy intracellular accumulation (Bodipy: 0.2 uM) in SK-E2 cells (expressing BSEP),F,BAO_0000219,cell-based format,None,None,None,SK-E2,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL2074066,18,TP-search Transporter Database,Pharm. Res.,2003,None,62280,,5.12,208,5.12,5.12,1,0,0,0
654,CHEMBL160,CYCLOSPORINE,4,1202.63,None,None,CyA,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,5284373,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,IC50,'=',500,nM,6.3,,,,UO_0000065,5.24,None,None,None,1,CHEMBL3540573,Inhibition of human BSEP expressed in plasma membrane vesicles of Sf21 cells assessed as inhibition of ATP-dependent [3H]taurocholate uptake,B,BAO_0000249,cell membrane format,Homo sapiens,None,None,Sf21,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL3526080,1,Scientific Literature,Drug Metab. Dispos.,2012,CHEMBL4106362,62280,,6.3,208,6.3,6.3,1,0,0,0
655,CHEMBL160,CYCLOSPORINE,4,1202.63,None,None,CSA,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,5284373,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,IC50,'=',900,nM,6.05,,,,UO_0000065,,,,,0,CHEMBL4011663,Inhibition of human BSEP expressed in fall armyworm sf9 cell plasma membrane vesicles assessed as reduction in vesicle-associated [3H]-taurocholate transport preincubated for 10 mins prior to ATP addition measured after 15 mins in presence of [3H]-taurocholate by topcount based membrane vesicle transport assay,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4011581,1,Scientific Literature,Toxicol Sci,2010,None,62280,,6.05,208,6.05,6.05,1,0,0,0
656,CHEMBL160,CYCLOSPORINE,4,1202.63,None,None,CSA,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,5284373,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,IC50,'=',400,nM,6.4,,,,UO_0000065,,,,,0,CHEMBL4011669,Inhibition of recombinant human BSEP expressed in baculovirus infected sf9 cell membrane vesicles assessed as reduction in ATP or AMP-dependent [3H]-taurocholic acid uptake in to vesicles preincubated for 5 mins followed by ATP/AMP addition measured after 5 mins by scintillation counting method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4011582,1,Scientific Literature,Hepatology,2014,None,62280,,6.4,208,6.4,6.4,1,0,0,0
